programs,slos,program,date,direct,indirect
Bilingual Program,Multiple Subjects,441x0,1999.11,3.97,2.51
Bilingual Program,Multiple Subjects,441x0,1999.12,3.51,1.36
Bilingual Program,Multiple Subjects,441x0,2000.01,2.67,2.01
Bilingual Program,Multiple Subjects,441x0,2000.02,3.95,2.12
Bilingual Program,Multiple Subjects,441x0,2000.03,2.49,3.2
Bilingual Program,Multiple Subjects,441x0,2000.04,1.38,3.46
Bilingual Program,Multiple Subjects,441x0,2000.05,2.15,2.93
Bilingual Program,Multiple Subjects,441x0,2000.06,2.49,2.46
Bilingual Program,Multiple Subjects,441x0,2000.07,1.7,3.18
Bilingual Program,Multiple Subjects,441x0,2000.08,1.06,1.7
Bilingual Program,Multiple Subjects,441x0,2000.09,2.74,2.53
Bilingual Program,Multiple Subjects,441x0,2000.11,3.47,1.36
Bilingual Program,Multiple Subjects,441x0,2000.12,3.77,3.9
Bilingual Program,Multiple Subjects,441x0,2001.01,2.98,2.11
Bilingual Program,Multiple Subjects,441x0,2001.02,1.73,2.62
Bilingual Program,Multiple Subjects,441x0,2001.03,1.83,1.25
Bilingual Program,Multiple Subjects,441x0,2001.04,3.93,2.26
Bilingual Program,Multiple Subjects,441x0,2001.05,1.77,2.59
Bilingual Program,Multiple Subjects,441x0,2001.06,2.17,3.88
Bilingual Program,Multiple Subjects,441x0,2001.07,2.98,3.55
Bilingual Program,Multiple Subjects,441x0,2001.08,1.34,1.42
Bilingual Program,Multiple Subjects,441x0,2001.09,2.67,3.75
Bilingual Program,Multiple Subjects,441x0,2001.11,2.94,3.08
Bilingual Program,Multiple Subjects,441x0,2001.12,2.08,3.97
Bilingual Program,Multiple Subjects,441x0,2002.01,2.61,2.56
Bilingual Program,Multiple Subjects,441x0,2002.02,2.05,1.82
Bilingual Program,Multiple Subjects,441x0,2002.03,2.92,2.55
Bilingual Program,Multiple Subjects,441x0,2002.04,2.95,2.49
Bilingual Program,Multiple Subjects,441x0,2002.05,2,1.49
Bilingual Program,Multiple Subjects,441x0,2002.06,3.12,3.47
Bilingual Program,Multiple Subjects,441x0,2002.07,2.52,3.53
Bilingual Program,Multiple Subjects,441x0,2002.08,3.51,2.32
Bilingual Program,Multiple Subjects,441x0,2002.09,1.74,2.34
Bilingual Program,Multiple Subjects,441x0,2002.11,1.69,1.86
Bilingual Program,Multiple Subjects,441x0,2002.12,2.09,1.22
Bilingual Program,Multiple Subjects,441x0,2003.01,1.77,3.63
Bilingual Program,Multiple Subjects,441x0,2003.02,2.94,2.84
Bilingual Program,Multiple Subjects,441x0,2003.03,2.22,2.75
Bilingual Program,Multiple Subjects,441x0,2003.04,2.76,2.03
Bilingual Program,Multiple Subjects,441x0,2003.05,1.75,1.51
Bilingual Program,Multiple Subjects,441x0,2003.06,2.44,2.4
Bilingual Program,Multiple Subjects,441x0,2003.07,3.4,1.22
Bilingual Program,Multiple Subjects,441x0,2003.08,2.44,3.02
Bilingual Program,Multiple Subjects,441x0,2003.09,2.85,3.09
Bilingual Program,Multiple Subjects,441x0,2003.11,3.19,2.97
Bilingual Program,Multiple Subjects,441x0,2003.12,3.24,2.93
Bilingual Program,Multiple Subjects,441x0,2004.01,1.46,1.52
Bilingual Program,Multiple Subjects,441x0,2004.02,3.29,3.66
Bilingual Program,Multiple Subjects,441x0,2004.03,2.5,1.19
Bilingual Program,Multiple Subjects,441x0,2004.04,2.44,2.91
Bilingual Program,Multiple Subjects,441x0,2004.05,2.04,3.14
Bilingual Program,Multiple Subjects,441x0,2004.06,3.99,1.34
Bilingual Program,Multiple Subjects,441x0,2004.07,3.88,1.8
Bilingual Program,Multiple Subjects,441x0,2004.08,2.66,1.65
Bilingual Program,Multiple Subjects,441x0,2004.09,1.72,2.79
Bilingual Program,Multiple Subjects,441x0,2004.11,1.22,2.39
Bilingual Program,Multiple Subjects,441x0,2004.12,2.4,1.38
Bilingual Program,Multiple Subjects,441x0,2005.01,1.8,3.97
Bilingual Program,Multiple Subjects,441x0,2005.02,2.11,2.36
Bilingual Program,Multiple Subjects,441x0,2005.03,3.15,3.03
Bilingual Program,Multiple Subjects,441x0,2005.04,3.67,1.03
Bilingual Program,Multiple Subjects,441x0,2005.05,1.74,2.89
Bilingual Program,Multiple Subjects,441x0,2005.06,3.05,2.6
Bilingual Program,Multiple Subjects,441x0,2005.07,1.29,2.27
Bilingual Program,Multiple Subjects,441x0,2005.08,1.2,2.34
Bilingual Program,Multiple Subjects,441x0,2005.09,2.26,2.44
Bilingual Program,Multiple Subjects,441x0,2005.11,3.45,3.43
Bilingual Program,Multiple Subjects,441x0,2005.12,1.66,2.01
Bilingual Program,Multiple Subjects,441x0,2006.01,2.69,3.34
Bilingual Program,Multiple Subjects,441x0,2006.02,3.09,1.42
Bilingual Program,Multiple Subjects,441x0,2006.03,1.84,1.76
Bilingual Program,Multiple Subjects,441x0,2006.04,3.06,1.44
Bilingual Program,Multiple Subjects,441x0,2006.05,3.34,2.52
Bilingual Program,Multiple Subjects,441x0,2006.06,2.98,3.93
Bilingual Program,Multiple Subjects,441x0,2006.07,3.54,3.85
Bilingual Program,Multiple Subjects,441x0,2006.08,2.65,3.51
Bilingual Program,Multiple Subjects,441x0,2006.09,1.58,2.45
Bilingual Program,Multiple Subjects,441x0,2006.11,2.31,2.83
Bilingual Program,Multiple Subjects,441x0,2006.12,2.57,1.65
Bilingual Program,Multiple Subjects,441x0,2007.01,1.77,1.67
Bilingual Program,Multiple Subjects,441x0,2007.02,2.74,3.29
Bilingual Program,Multiple Subjects,441x0,2007.03,3.6,1.27
Bilingual Program,Multiple Subjects,441x0,2007.04,1.07,2.07
Bilingual Program,Multiple Subjects,441x0,2007.05,2.97,1.37
Bilingual Program,Multiple Subjects,441x0,2007.06,1.17,3.84
Bilingual Program,Multiple Subjects,441x0,2007.07,2.47,1.16
Bilingual Program,Multiple Subjects,441x0,2007.08,1.93,2.26
Bilingual Program,Multiple Subjects,441x0,2007.09,1.48,3.53
Bilingual Program,Multiple Subjects,441x0,2007.11,2.55,2.87
Bilingual Program,Multiple Subjects,441x0,2007.12,3.65,1.74
Bilingual Program,Multiple Subjects,441x0,2008.01,1.11,1.93
Bilingual Program,Multiple Subjects,441x0,2008.02,3.55,1.3
Bilingual Program,Multiple Subjects,441x0,2008.03,2.78,2.15
Bilingual Program,Multiple Subjects,441x0,2008.04,3.58,2.94
Bilingual Program,Multiple Subjects,441x0,2008.05,3.63,3.04
Bilingual Program,Multiple Subjects,441x0,2008.06,3.94,1.43
Bilingual Program,Multiple Subjects,441x0,2008.07,3.12,3.08
Bilingual Program,Multiple Subjects,441x0,2008.08,2.73,3.95
Bilingual Program,Multiple Subjects,441x0,2008.09,3.76,2.71
Bilingual Program,Multiple Subjects,441x0,2008.11,3.59,3.91
Bilingual Program,Multiple Subjects,441x0,2008.12,1.54,2.12
Bilingual Program,Multiple Subjects,441x0,2009.01,1.06,1.89
Bilingual Program,Multiple Subjects,441x0,2009.02,3.03,1
Bilingual Program,Multiple Subjects,441x0,2009.03,2.82,1.49
Bilingual Program,Multiple Subjects,441x0,2009.04,3.73,2.74
Bilingual Program,Multiple Subjects,441x0,2009.05,2.15,3.46
Bilingual Program,Multiple Subjects,441x0,2009.06,3.62,1.81
Bilingual Program,Multiple Subjects,441x0,2009.07,2.77,3.06
Bilingual Program,Multiple Subjects,441x0,2009.08,3.91,1.6
Bilingual Program,Multiple Subjects,441x0,2009.09,3.13,1.9
Bilingual Program,Multiple Subjects,441x0,2009.11,2.5,2.44
Bilingual Program,Multiple Subjects,441x0,2009.12,3.77,2.95
Bilingual Program,Multiple Subjects,441x0,2010.01,2.67,1.37
Bilingual Program,Multiple Subjects,441x0,2010.02,3.72,1.4
Bilingual Program,Multiple Subjects,441x0,2010.03,2.27,3.29
Bilingual Program,Multiple Subjects,441x0,2010.04,3.98,1.12
Bilingual Program,Multiple Subjects,441x0,2010.05,2.95,1.18
Bilingual Program,Multiple Subjects,441x0,2010.06,2.13,1.85
Bilingual Program,Multiple Subjects,441x0,2010.07,1.87,1.86
Bilingual Program,Multiple Subjects,441x0,2010.08,1.38,2.59
Bilingual Program,Multiple Subjects,441x0,2010.09,3.24,3.56
Bilingual Program,Multiple Subjects,441x0,2010.11,2,2.93
Bilingual Program,Multiple Subjects,441x0,2010.12,3.03,1.8
Bilingual Program,Multiple Subjects,44x72,1992.01,1.34,2.71
Bilingual Program,Multiple Subjects,44x72,1992.02,1.98,3.36
Bilingual Program,Multiple Subjects,44x72,1992.03,1.01,1.71
Bilingual Program,Multiple Subjects,44x72,1992.04,1.65,2.71
Bilingual Program,Multiple Subjects,44x72,1992.05,3.62,3.94
Bilingual Program,Multiple Subjects,44x72,1992.06,2.21,1.41
Bilingual Program,Multiple Subjects,44x72,1992.07,3.39,2.71
Bilingual Program,Multiple Subjects,44x72,1992.08,1.98,3.55
Bilingual Program,Multiple Subjects,44x72,1992.09,3.6,1.05
Bilingual Program,Multiple Subjects,44x72,1992.11,2.49,1.3
Bilingual Program,Multiple Subjects,44x72,1992.12,2,1.48
Bilingual Program,Multiple Subjects,44x72,1993.01,2.05,2.35
Bilingual Program,Multiple Subjects,44x72,1993.02,1.15,2.35
Bilingual Program,Multiple Subjects,44x72,1993.03,3.09,3.95
Bilingual Program,Multiple Subjects,44x72,1993.04,3.69,3.03
Bilingual Program,Multiple Subjects,44x72,1993.05,1.86,1.85
Bilingual Program,Multiple Subjects,44x72,1993.06,1.05,2.52
Bilingual Program,Multiple Subjects,44x72,1993.07,1.31,1.81
Bilingual Program,Multiple Subjects,44x72,1993.08,3.99,1.33
Bilingual Program,Multiple Subjects,44x72,1993.09,2.43,2.06
Bilingual Program,Multiple Subjects,44x72,1993.11,2.93,3.56
Bilingual Program,Multiple Subjects,44x72,1993.12,3.6,2.81
Bilingual Program,Multiple Subjects,44x72,1994.01,2.75,1.49
Bilingual Program,Multiple Subjects,44x72,1994.02,1.97,2.31
Bilingual Program,Multiple Subjects,44x72,1994.03,2.01,2.56
Bilingual Program,Multiple Subjects,44x72,1994.04,3.52,1.8
Bilingual Program,Multiple Subjects,44x72,1994.05,3.05,1.79
Bilingual Program,Multiple Subjects,44x72,1994.06,2.26,1.62
Bilingual Program,Multiple Subjects,44x72,1994.07,2.39,2.95
Bilingual Program,Multiple Subjects,44x72,1994.08,2.78,1.62
Bilingual Program,Multiple Subjects,44x72,1994.09,3.29,1.28
Bilingual Program,Multiple Subjects,44x72,1994.11,2.57,1.78
Bilingual Program,Multiple Subjects,44x72,1994.12,2.68,1.25
Bilingual Program,Multiple Subjects,44x72,1995.01,2.6,1.72
Bilingual Program,Multiple Subjects,44x72,1995.02,3.67,4
Bilingual Program,Multiple Subjects,44x72,1995.03,3.73,1.44
Bilingual Program,Multiple Subjects,44x72,1995.04,2.39,3.52
Bilingual Program,Multiple Subjects,44x72,1995.05,3.66,1.31
Bilingual Program,Multiple Subjects,44x72,1995.06,2.07,3.78
Bilingual Program,Multiple Subjects,44x72,1995.07,3.22,3.22
Bilingual Program,Multiple Subjects,44x72,1995.08,3.73,3.71
Bilingual Program,Multiple Subjects,44x72,1995.09,1.47,2.94
Bilingual Program,Multiple Subjects,44x72,1995.11,2.77,1.54
Bilingual Program,Multiple Subjects,44x72,1995.12,3.49,3.88
Bilingual Program,Multiple Subjects,44x72,1996.01,2.65,2.66
Bilingual Program,Multiple Subjects,44x72,1996.02,1.64,3.07
Bilingual Program,Multiple Subjects,44x72,1996.03,2.63,2.65
Bilingual Program,Multiple Subjects,44x72,1996.04,1.8,1.8
Bilingual Program,Multiple Subjects,44x72,1996.05,3.47,2.62
Bilingual Program,Multiple Subjects,44x72,1996.06,2.8,3.9
Bilingual Program,Multiple Subjects,44x72,1996.07,3.29,2.37
Bilingual Program,Multiple Subjects,44x72,1996.08,1.84,2.25
Bilingual Program,Multiple Subjects,44x72,1996.09,3.44,2.32
Bilingual Program,Multiple Subjects,44x72,1996.11,1.58,3.09
Bilingual Program,Multiple Subjects,44x72,1996.12,3.13,3.79
Bilingual Program,Multiple Subjects,44x72,1997.01,2.41,1.49
Bilingual Program,Multiple Subjects,44x72,1997.02,3.54,3.47
Bilingual Program,Multiple Subjects,44x72,1997.03,1.91,1.19
Bilingual Program,Multiple Subjects,44x72,1997.04,2.43,1.46
Bilingual Program,Multiple Subjects,44x72,1997.05,2.68,1.01
Bilingual Program,Multiple Subjects,44x72,1997.06,1.06,1.97
Bilingual Program,Multiple Subjects,44x72,1997.07,3.18,3.03
Bilingual Program,Multiple Subjects,44x72,1997.08,2.95,1.21
Bilingual Program,Multiple Subjects,44x72,1997.09,3.64,2.04
Bilingual Program,Multiple Subjects,44x72,1997.11,1.16,3.12
Bilingual Program,Multiple Subjects,44x72,1997.12,3.11,3.41
Bilingual Program,Multiple Subjects,44x72,1998.01,3.36,1.39
Bilingual Program,Multiple Subjects,44x72,1998.02,3.08,1.07
Bilingual Program,Multiple Subjects,44x72,1998.03,2.14,3.46
Bilingual Program,Multiple Subjects,44x72,1998.04,3.3,1.34
Bilingual Program,Multiple Subjects,44x72,1998.05,2.98,1.49
Bilingual Program,Multiple Subjects,44x72,1998.06,2.66,1.58
Bilingual Program,Multiple Subjects,44x72,1998.07,1.65,2.02
Bilingual Program,Multiple Subjects,44x72,1998.08,1.9,1.5
Bilingual Program,Multiple Subjects,44x72,1998.09,2.16,3.47
Bilingual Program,Multiple Subjects,44x72,1998.11,1.64,1.14
Bilingual Program,Multiple Subjects,44x72,1998.12,3.85,1.17
Bilingual Program,Multiple Subjects,44x72,1999.01,2.83,2.94
Bilingual Program,Multiple Subjects,44x72,1999.02,1.97,1.69
Bilingual Program,Multiple Subjects,44x72,1999.03,3.24,2.45
Bilingual Program,Multiple Subjects,44x72,1999.04,1.63,3.98
Bilingual Program,Multiple Subjects,44x72,1999.05,3.78,3.24
Bilingual Program,Multiple Subjects,44x72,1999.06,1.26,2.99
Bilingual Program,Multiple Subjects,44x72,1999.07,3.25,3.37
Bilingual Program,Multiple Subjects,44x72,1999.08,2.05,3.49
Bilingual Program,Multiple Subjects,44x72,1999.09,1.06,3.13
Bilingual Program,Multiple Subjects,44x72,1999.11,2.49,1.41
Bilingual Program,Multiple Subjects,44x72,1999.12,2.57,2.21
Bilingual Program,Multiple Subjects,44x72,2000.01,1.9,1.41
Bilingual Program,Multiple Subjects,44x72,2000.02,3.18,2.79
Bilingual Program,Multiple Subjects,44x72,2000.03,3.24,2.31
Bilingual Program,Multiple Subjects,44x72,2000.04,1.01,3.73
Bilingual Program,Multiple Subjects,44x72,2000.05,3.98,3.51
Bilingual Program,Multiple Subjects,44x72,2000.06,2.67,2.87
Bilingual Program,Multiple Subjects,44x72,2000.07,3.24,2.96
Bilingual Program,Multiple Subjects,44x72,2000.08,1.6,1.62
Bilingual Program,Multiple Subjects,44x72,2000.09,1.98,1.12
Bilingual Program,Multiple Subjects,44x72,2000.11,2.48,1.29
Bilingual Program,Multiple Subjects,44x72,2000.12,1.55,1.4
Bilingual Program,Multiple Subjects,44x72,2001.01,1.02,2.97
Bilingual Program,Multiple Subjects,44x72,2001.02,3.57,1.8
Bilingual Program,Multiple Subjects,44x72,2001.03,1.6,2.53
Bilingual Program,Multiple Subjects,44x72,2001.04,3.61,3.48
Bilingual Program,Multiple Subjects,44x72,2001.05,2.28,2.2
Bilingual Program,Multiple Subjects,44x72,2001.06,1.61,3.01
Bilingual Program,Multiple Subjects,44x72,2001.07,2.15,1.24
Bilingual Program,Multiple Subjects,44x72,2001.08,1.67,3.11
Bilingual Program,Multiple Subjects,44x72,2001.09,3.8,2.59
Bilingual Program,Multiple Subjects,44x72,2001.11,3.88,1.02
Bilingual Program,Multiple Subjects,44x72,2001.12,2.35,2
Bilingual Program,Multiple Subjects,44x72,2002.01,1.41,1.41
Bilingual Program,Multiple Subjects,44x72,2002.02,3.56,2.72
Bilingual Program,Multiple Subjects,44x72,2002.03,2.57,2.31
Bilingual Program,Multiple Subjects,44x72,2002.04,2,3.99
Bilingual Program,Multiple Subjects,44x72,2002.05,2.82,2.53
Bilingual Program,Multiple Subjects,44x72,2002.06,2.43,2.25
Bilingual Program,Multiple Subjects,44x72,2002.07,3.1,3.6
Bilingual Program,Multiple Subjects,44x72,2002.08,1.12,1.55
Bilingual Program,Multiple Subjects,44x72,2002.09,2.97,3.28
Bilingual Program,Multiple Subjects,44x72,2002.11,3.41,1.13
Bilingual Program,Multiple Subjects,44x72,2002.12,2.13,3.8
Bilingual Program,Multiple Subjects,44x72,2003.01,1.52,3.25
Bilingual Program,Multiple Subjects,44x72,2003.02,3.52,2.23
Bilingual Program,Multiple Subjects,44x72,2003.03,3.86,3.66
Bilingual Program,Multiple Subjects,44x72,2003.04,3.31,1.18
Bilingual Program,Multiple Subjects,44x72,2003.05,3.94,2.05
Bilingual Program,Multiple Subjects,44x72,2003.06,1.2,3.41
Bilingual Program,Multiple Subjects,44x72,2003.07,3.97,1.73
Bilingual Program,Multiple Subjects,44x72,2003.08,1.57,3.62
Bilingual Program,Multiple Subjects,44x72,2003.09,2.24,1.98
Bilingual Program,Multiple Subjects,44x72,2003.11,3.8,1.94
Bilingual Program,Multiple Subjects,44x72,2003.12,1.83,1.62
Bilingual Program,Multiple Subjects,44x72,2004.01,1.56,3.64
Bilingual Program,Multiple Subjects,44x72,2004.02,1.54,1.14
Bilingual Program,Multiple Subjects,44x72,2004.03,1.56,3.68
Bilingual Program,Multiple Subjects,44x72,2004.04,3.26,2.68
Bilingual Program,Multiple Subjects,44x72,2004.05,1.02,3.06
Bilingual Program,Multiple Subjects,44x72,2004.06,2.41,1.34
Bilingual Program,Multiple Subjects,44x72,2004.07,2.46,3.65
Bilingual Program,Multiple Subjects,44x72,2004.08,1.75,1.45
Bilingual Program,Multiple Subjects,44x72,2004.09,3.82,1.05
Bilingual Program,Multiple Subjects,44x72,2004.11,1.84,3.29
Bilingual Program,Multiple Subjects,44x72,2004.12,3.84,2.8
Bilingual Program,Multiple Subjects,44x72,2005.01,3.44,1.26
Bilingual Program,Multiple Subjects,44x72,2005.02,1.7,2.21
Bilingual Program,Multiple Subjects,44x72,2005.03,1.78,1.98
Bilingual Program,Multiple Subjects,44x72,2005.04,3.38,3.17
Bilingual Program,Multiple Subjects,44x72,2005.05,3.87,1.55
Bilingual Program,Multiple Subjects,44x72,2005.06,3.7,1.47
Bilingual Program,Multiple Subjects,44x72,2005.07,3.96,1.84
Bilingual Program,Multiple Subjects,44x72,2005.08,2.41,3.67
Bilingual Program,Multiple Subjects,44x72,2005.09,3.04,2.85
Bilingual Program,Multiple Subjects,44x72,2005.11,3.76,1.41
Bilingual Program,Multiple Subjects,44x72,2005.12,2.02,3.28
Bilingual Program,Multiple Subjects,44x72,2006.01,2.03,3.37
Bilingual Program,Multiple Subjects,44x72,2006.02,2.71,2.54
Bilingual Program,Multiple Subjects,44x72,2006.03,2.49,2.22
Bilingual Program,Multiple Subjects,44x72,2006.04,1.99,1.18
Bilingual Program,Multiple Subjects,44x72,2006.05,1.27,2.23
Bilingual Program,Multiple Subjects,44x72,2006.06,2.49,2.94
Bilingual Program,Multiple Subjects,44x72,2006.07,3.24,1.61
Bilingual Program,Multiple Subjects,44x72,2006.08,2.84,3.13
Bilingual Program,Multiple Subjects,44x72,2006.09,1.08,3.45
Bilingual Program,Multiple Subjects,44x72,2006.11,3.98,1.81
Bilingual Program,Multiple Subjects,44x72,2006.12,3.35,2.53
Bilingual Program,Multiple Subjects,44x72,2007.01,3.13,3.15
Bilingual Program,Multiple Subjects,44x72,2007.02,1.91,3.09
Bilingual Program,Multiple Subjects,44x72,2007.03,3.84,3.14
Bilingual Program,Multiple Subjects,44x72,2007.04,1.7,1.91
Bilingual Program,Multiple Subjects,44x72,2007.05,2.8,1.86
Bilingual Program,Multiple Subjects,44x72,2007.06,3.58,1.11
Bilingual Program,Multiple Subjects,44x72,2007.07,2.66,1.23
Bilingual Program,Multiple Subjects,44x72,2007.08,1.01,2.33
Bilingual Program,Multiple Subjects,44x72,2007.09,1.59,3.56
Bilingual Program,Multiple Subjects,44x72,2007.11,3.5,1.44
Bilingual Program,Multiple Subjects,44x72,2007.12,3.68,1.34
Bilingual Program,Multiple Subjects,44x72,2008.01,1.56,1.87
Bilingual Program,Multiple Subjects,44x72,2008.02,3.18,2.52
Bilingual Program,Multiple Subjects,44x72,2008.03,2.73,1.31
Bilingual Program,Multiple Subjects,44x72,2008.04,2.89,3.33
Bilingual Program,Multiple Subjects,44x72,2008.05,2,2.68
Bilingual Program,Multiple Subjects,44x72,2008.06,2.17,3.48
Bilingual Program,Multiple Subjects,44x72,2008.07,2.13,2.97
Bilingual Program,Multiple Subjects,44x72,2008.08,3.8,2
Bilingual Program,Multiple Subjects,44x72,2008.09,3.8,3.68
Bilingual Program,Multiple Subjects,44x72,2008.11,2.52,4
Bilingual Program,Multiple Subjects,44x72,2008.12,1.64,2.09
Bilingual Program,Multiple Subjects,44x72,2009.01,1.72,1.7
Bilingual Program,Multiple Subjects,44x72,2009.02,2.01,2.7
Bilingual Program,Multiple Subjects,44x72,2009.03,2.14,1.59
Bilingual Program,Multiple Subjects,44x72,2009.04,1.8,2.56
Bilingual Program,Multiple Subjects,44x72,2009.05,2.41,3.44
Bilingual Program,Multiple Subjects,44x72,2009.06,3.2,2.19
Bilingual Program,Multiple Subjects,44x72,2009.07,1.3,1.96
Bilingual Program,Multiple Subjects,44x72,2009.08,3.15,1.63
Bilingual Program,Multiple Subjects,44x72,2009.09,3.62,1.19
Bilingual Program,Multiple Subjects,44x72,2009.11,2.94,1.35
Bilingual Program,Multiple Subjects,44x72,2009.12,3.22,2.88
Bilingual Program,Multiple Subjects,44x72,2010.01,2.13,3.75
Bilingual Program,Multiple Subjects,44x72,2010.02,2.21,3.13
Bilingual Program,Multiple Subjects,44x72,2010.03,3.93,2.39
Bilingual Program,Multiple Subjects,44x72,2010.04,1.05,2.15
Bilingual Program,Multiple Subjects,44x72,2010.05,2.88,3.67
Bilingual Program,Multiple Subjects,44x72,2010.06,2.34,3.11
Bilingual Program,Multiple Subjects,44x72,2010.07,3.61,3.06
Bilingual Program,Multiple Subjects,44x72,2010.08,1.7,2.63
Bilingual Program,Multiple Subjects,44x72,2010.09,3.3,3.54
Bilingual Program,Multiple Subjects,44x72,2010.11,2.52,2.98
Bilingual Program,Multiple Subjects,44x72,2010.12,2.19,1.69
Bilingual Program,Multiple Subjects,44y72,1992.01,1.57,3.94
Bilingual Program,Multiple Subjects,44y72,1992.02,1.41,1.73
Bilingual Program,Multiple Subjects,44y72,1992.03,2.89,1.91
Bilingual Program,Multiple Subjects,44y72,1992.04,3.75,3.8
Bilingual Program,Multiple Subjects,44y72,1992.05,2.74,2.01
Bilingual Program,Multiple Subjects,44y72,1992.06,1.34,1.24
Bilingual Program,Multiple Subjects,44y72,1992.07,3.48,1.98
Bilingual Program,Multiple Subjects,44y72,1992.08,2.19,1.69
Bilingual Program,Multiple Subjects,44y72,1992.09,2.37,2.02
Bilingual Program,Multiple Subjects,44y72,1992.11,1.81,1.36
Bilingual Program,Multiple Subjects,44y72,1992.12,1.16,1.75
Bilingual Program,Multiple Subjects,44y72,1993.01,1.97,3.63
Bilingual Program,Multiple Subjects,44y72,1993.02,2.66,3.46
Bilingual Program,Multiple Subjects,44y72,1993.03,2.51,1.24
Bilingual Program,Multiple Subjects,44y72,1993.04,2.9,1.6
Bilingual Program,Multiple Subjects,44y72,1993.05,1.1,1.33
Bilingual Program,Multiple Subjects,44y72,1993.06,3.02,1.06
Bilingual Program,Multiple Subjects,44y72,1993.07,3.74,1.01
Bilingual Program,Multiple Subjects,44y72,1993.08,1.07,1.89
Bilingual Program,Multiple Subjects,44y72,1993.09,3.45,2.46
Bilingual Program,Multiple Subjects,44y72,1993.11,2.12,2.44
Bilingual Program,Multiple Subjects,44y72,1993.12,1.39,1.38
Bilingual Program,Multiple Subjects,44y72,1994.01,1.1,1.54
Bilingual Program,Multiple Subjects,44y72,1994.02,1.25,3.55
Bilingual Program,Multiple Subjects,44y72,1994.03,1.15,3.16
Bilingual Program,Multiple Subjects,44y72,1994.04,1.13,1.1
Bilingual Program,Multiple Subjects,44y72,1994.05,2.72,2.47
Bilingual Program,Multiple Subjects,44y72,1994.06,3.41,3.59
Bilingual Program,Multiple Subjects,44y72,1994.07,3.11,1.64
Bilingual Program,Multiple Subjects,44y72,1994.08,3.09,2.02
Bilingual Program,Multiple Subjects,44y72,1994.09,3.69,3.32
Bilingual Program,Multiple Subjects,44y72,1994.11,2.88,1.69
Bilingual Program,Multiple Subjects,44y72,1994.12,1.98,1.65
Bilingual Program,Multiple Subjects,44y72,1995.01,3.25,2.07
Bilingual Program,Multiple Subjects,44y72,1995.02,1.3,1.88
Bilingual Program,Multiple Subjects,44y72,1995.03,3.04,1.33
Bilingual Program,Multiple Subjects,44y72,1995.04,2.85,1.96
Bilingual Program,Multiple Subjects,44y72,1995.05,1.25,3.61
Bilingual Program,Multiple Subjects,44y72,1995.06,3.45,2.28
Bilingual Program,Multiple Subjects,44y72,1995.07,3.91,3.17
Bilingual Program,Multiple Subjects,44y72,1995.08,1.11,1.07
Bilingual Program,Multiple Subjects,44y72,1995.09,3.81,1.86
Bilingual Program,Multiple Subjects,44y72,1995.11,1.59,1.18
Bilingual Program,Multiple Subjects,44y72,1995.12,2.78,2.77
Bilingual Program,Multiple Subjects,44y72,1996.01,3.7,1.69
Bilingual Program,Multiple Subjects,44y72,1996.02,3.08,1.15
Bilingual Program,Multiple Subjects,44y72,1996.03,1.24,1.54
Bilingual Program,Multiple Subjects,44y72,1996.04,3.59,3.04
Bilingual Program,Multiple Subjects,44y72,1996.05,2.77,3.51
Bilingual Program,Multiple Subjects,44y72,1996.06,1.92,1.67
Bilingual Program,Multiple Subjects,44y72,1996.07,1.98,1.19
Bilingual Program,Multiple Subjects,44y72,1996.08,3.16,2.35
Bilingual Program,Multiple Subjects,44y72,1996.09,3.84,3.3
Bilingual Program,Multiple Subjects,44y72,1996.11,3.92,1.47
Bilingual Program,Multiple Subjects,44y72,1996.12,1.22,3.98
Bilingual Program,Multiple Subjects,44y72,1997.01,1.64,3.29
Bilingual Program,Multiple Subjects,44y72,1997.02,2.03,1.24
Bilingual Program,Multiple Subjects,44y72,1997.03,3.48,1.86
Bilingual Program,Multiple Subjects,44y72,1997.04,2.82,2.46
Bilingual Program,Multiple Subjects,44y72,1997.05,3,3.91
Bilingual Program,Multiple Subjects,44y72,1997.06,3.92,1.41
Bilingual Program,Multiple Subjects,44y72,1997.07,1.97,1.62
Bilingual Program,Multiple Subjects,44y72,1997.08,3.9,3.03
Bilingual Program,Multiple Subjects,44y72,1997.09,2.88,1.81
Bilingual Program,Multiple Subjects,44y72,1997.11,1.08,2.03
Bilingual Program,Multiple Subjects,44y72,1997.12,1.23,3.52
Bilingual Program,Multiple Subjects,44y72,1998.01,1.84,1.65
Bilingual Program,Multiple Subjects,44y72,1998.02,3.71,2.24
Bilingual Program,Multiple Subjects,44y72,1998.03,2.09,3
Bilingual Program,Multiple Subjects,44y72,1998.04,2.64,3.66
Bilingual Program,Multiple Subjects,44y72,1998.05,1.08,3.34
Bilingual Program,Multiple Subjects,44y72,1998.06,2.29,1.34
Bilingual Program,Multiple Subjects,44y72,1998.07,1.66,1.23
Bilingual Program,Multiple Subjects,44y72,1998.08,2.78,3.34
Bilingual Program,Multiple Subjects,44y72,1998.09,3.1,3.59
Bilingual Program,Multiple Subjects,44y72,1998.11,3.62,2.61
Bilingual Program,Multiple Subjects,44y72,1998.12,1.56,1.08
Bilingual Program,Multiple Subjects,44y72,1999.01,1.94,3.95
Bilingual Program,Multiple Subjects,44y72,1999.02,2.87,3.2
